Bobeydeol1,2018-05-13 13:15:25,b'RT @rajnikantmisra: \\u091a\\u0940\\u0928 \\u092e\\u094b\\u0926\\u0940 \\u091c\\u0940 \\u0915\\u0947 \\u0916\\u093f\\u0932\\u093e\\u092b\\u0964\\n\\u092a\\u093e\\u0915\\u093f\\u0938\\u094d\\u0924\\u093e\\u0928 \\u092e\\u094b\\u0926\\u0940 \\u091c\\u0940 \\u0915\\u0947 \\u0916\\u093f\\u0932\\u093e\\u092b\\u0964\\n\\u0906\\u0924\\u0902\\u0915\\u0935\\u093e\\u0926\\u0940 \\u092e\\u094b\\u0926\\u0940 \\u091c\\u0940 \\u0915\\u0947 \\u0916\\u093f\\u0932\\u093e\\u092b\\u0964\\n\\u091c\\u093f\\u0939\\u093e\\u0926\\u0940 \\u092e\\u094b\\u0926\\u0940 \\u091c\\u0940 \\u0915\\u0947 \\u0916\\u093f\\u0932\\u093e\\u092b\\u0964\\n\\u0917\\u0926\\u094d\\u0926\\u093e\\u0930 \\u092e\\u094b\\u0926\\u0940 \\u091c\\u0940 \\u0915\\u0947\\u2026'
keencrack,2018-05-13 13:15:25,b'@hstapanghosh @narendramodi @PMOIndia \\U0001f449\\U0001f3fc\\u2620\\U0001f448\\U0001f3fc\\n*2 years ago* \\n| \\nNEWS \\nMIDDLE EAST\\n|\\n*Saudi Arabia installs new securi\\u2026 https://t.co/DePsNRFyeC'
PANKAJK12648018,2018-05-13 13:15:27,b'RT @Om46376123: \\u0935\\u094b \\u0938\\u0935\\u093e\\u0932 \\u091c\\u093f\\u0928\\u0915\\u0947 \\u091c\\u0935\\u093e\\u092c \\u092d\\u093e\\u091c\\u092a\\u093e \\u0938\\u093f\\u0930\\u094d\\u092b \\u0935\\u093f\\u092a\\u0915\\u094d\\u0937 \\u092e\\u0947 \\u0930\\u0939\\u0915\\u0930 \\u0926\\u0947\\u0917\\u0940!\\n\\n100\\u0926\\u093f\\u0928 \\u092e\\u0947\\u0902 \\u0936\\u093f\\u0915\\u094d\\u0937\\u093e\\u092e\\u093f\\u0924\\u094d\\u0930\\u094b\\u0902 \\u0915\\u0940 \\u0938\\u092e\\u0938\\u094d\\u092f\\u093e \\u0915\\u093e \\u0939\\u0932 \\u0915\\u0930\\u0947\\u0902\\u0917\\u0947-@AmitShah\\n\\n@UPGovt Bjp\\u2026'
MalaYadav17,2018-05-13 13:15:27,b'RT @pandeyji0786: @BJP4India @rsprasad @SushmaSwaraj @nsitharaman @UNHumanRights @rajnathsingh @AmitShah @rashtrapatibhvn @myogiadityanath\\u2026'
rajjnish,2018-05-13 13:15:28,"b'RT @Subytweets: Be it Madison Square, Muscat or Katmandu, it has to be people on hire for a supposed Orator @narendramodi . Is there anythi\\u2026'"
parzaneh,2018-05-13 13:15:30,"b'Liar liar PANTS ON FIRE... #MahabharatianCulture of Lies, Fabrications, Hatred, Apathy, Rapes, Vengeance, Conflicts\\u2026 https://t.co/osiUpjiMlY'"
MDSamimSamim3,2018-05-13 13:15:33,b'RT @narendramodi: Better connectivity leads to enhanced India-Nepal friendship. That is why topmost priority is being given to boosting con\\u2026'
PANKAJK12648018,2018-05-13 13:15:34,b'RT @RajuPra991818: \\u0935\\u094b \\u0938\\u0935\\u093e\\u0932 \\u091c\\u093f\\u0928\\u0915\\u0947 \\u091c\\u0935\\u093e\\u092c \\u092d\\u093e\\u091c\\u092a\\u093e \\u0938\\u093f\\u0930\\u094d\\u092b \\u0935\\u093f\\u092a\\u0915\\u094d\\u0937 \\u092e\\u0947 \\u0930\\u0939\\u0915\\u0930 \\u0926\\u0947\\u0917\\u0940!\\n\\n100\\u0926\\u093f\\u0928 \\u092e\\u0947\\u0902 \\u0936\\u093f\\u0915\\u094d\\u0937\\u093e\\u092e\\u093f\\u0924\\u094d\\u0930\\u094b\\u0902 \\u0915\\u0940 \\u0938\\u092e\\u0938\\u094d\\u092f\\u093e \\u0915\\u093e \\u0939\\u0932 \\u0915\\u0930\\u0947\\u0902\\u0917\\u0947-@AmitShah\\n\\n@UPGovt\\u2026'
ErYUGESH,2018-05-13 13:15:34,b'RT @anil100y: \\u092c\\u0947\\u091f\\u0947 \\u0915\\u0947 \\u0915\\u0930\\u094d\\u0924\\u0935\\u094d\\u092f \\u092a\\u0930 \\u092d\\u0940 \\u0915\\u0941\\u091b \\u092c\\u0928\\u093e \\u0926\\u0947\\u0924\\u0947 @sudarsansand \\u091c\\u0940\\u0964\\U0001f61c\\n\\n\\u0916\\u093c\\u0948\\u0930!\\n\\u0906\\u092a\\u0915\\u0940 \\u0915\\u0932\\u093e \\u0915\\u093e \\u0939\\u092e\\u0947\\u0936\\u093e \\u0915\\u093e\\u092f\\u0932 \\u0930\\u0939\\u093e \\u0939\\u0942\\u0901\\u0964 \\n\\U0001f44d\\U0001f44d https://t.co/N0c2O7x1qK'
RupeshKCh,2018-05-13 13:15:35,b'RT @AshwiniBJP: \\u0938\\u0935\\u093e\\u0932 \\u092f\\u0939 \\u0928\\u0939\\u0940\\u0902 \\u0939\\u0948 \\u0915\\u093f\\n#ChidambaramKiBlackMoney @RahulGandhi \\u091c\\u0940 \\u0915\\u094b \\u0915\\u092c\\u0942\\u0932 \\u0939\\u0948 \\u0915\\u093f \\u0928\\u0939\\u0940\\u0902! \\u092c\\u093e\\u0924 \\u092f\\u0939 \\u0939\\u0948 \\u0915\\u093f \\u0915\\u093e\\u0928\\u0942\\u0928 \\u0915\\u0947 \\u0939\\u093f\\u0938\\u093e\\u092c \\u0938\\u0947 \\u0907\\u0928\\u094d\\u0939\\u0947\\u0902 \\u092e\\u093e\\u0924\\u094d\\u0930\\u2026'
